  43.65120044, 46.86808742,     0079.579506,  32.67610949,      43.06644298
0023.31663, 88.774106,     000021.132, 23.4830945,73.87349
   0000090.065,      00091.657026,0000078.678, 00071.8581,    061.1750838
  43.58851797,    13.5089733,00038.99336,   04.65241092,     75.003225
   30.70564,     91.3994533,     00083.292653,0085.76767,      000025.316
    86.25294,  00027.131,     27.05878,   00008.582446,  001.883994
     011.798801,    47.74084, 000081.455,00064.97124, 0030.979678
 0000031.5404,      0034.884, 0081.171842,    000044.868,      0000083.115
     042.48221,      0.603483397,00058.012,    000081.18776, 71.91445
    091.227733,   0.30510383,      60.21996004,   43.02544384,    000032.004
   018.4396815,01.577692,     58.4114722,  24.98762,     43.39808987
   00043.946161, 00057.872,      000053.335,     72.22957182,  78.01258469
   014.05709401,   80.74159, 48.71975,    0047.88998,37.5144363
   049.457285,0091.409,    094.77807, 00097.459807,   0065.82314
    0000093.609,  0034.51703,04.323147817, 004.259234,   89.8401393
53.124799,   00035.424794,   00075.93877,  24.09577003,   0086.6325
  00078.78214,00096.959,      043.14591717, 53.84986702,   000063.82427
0053.447,000016.0988,     0018.705225,      051.4162,     26.83218855
 19.2995252,     039.810673,     0000092.0649,000047.1176,     37.829815
 74.67099,000015.846,    66.22933, 00058.275,     00073.2852
   74.74392171,     0061.2122,     39.9973929,  000091.178,    00000092.197
      024.9358802,      00000061.447,     0085.6081,    040.14361444, 9.7176493
      66.91480416,  000098.5585,   00000036.746,      00073.377,     000088.956
     00095.12187,     00097.963266,   0027.439544,010.84693133,   0016.1233
   0082.943958,0.835900737,  0000003.8624,      09.98016474,    0082.660533
 0090.181,   04.96634587,      00092.3117,   00096.33684,    0000088.2534
0008.907295,  00004.3401,      0062.23668,  45.1785536, 93.16748
    0063.059758,      0003.5330432,     0016.825672, 00026.97691,    031.94348
     075.94564, 000098.76651,0043.76165,    62.37044,000092.47
 053.75527,      0068.14158, 085.54742,  0.41817977,   12.3940754
     34.77202792,   00069.156489,      83.91103459, 000042.6315,00054.036241
     0.61071273, 0008.47568,   0033.44406,  032.913697,      039.8469
     89.7444047, 00077.861277,    015.205058,  0000040.04,052.98458
010.22644,9.20879721,    35.74893,  03.037956, 093.7064231
   087.3834171,    00017.8204, 0063.2467, 000097.1376,00025.63167
     0000081.549,  021.0194,     26.51363, 0073.303188,087.04691518
  31.0312755,0044.96415,      072.401187,     00058.942,   056.54479071
 96.44471099,      0056.82107,  0023.41982,     0068.739, 000082.1649
0081.33247,     75.26438676,  70.51251,023.7238673,   00000062.42
     0092.201, 7.3102616,     0030.164137,   060.843334,  037.012444
 74.849821,  0031.0052756, 000068.12706,    00043.45623, 00017.8412
      54.0758077, 0010.2733588,0057.1827959,     00057.68498,   000045.4658
  18.40450477,  23.345038,      051.317217,   0000066.402,00049.464956
   038.70281568,   76.78644,56.61563071,   079.83012121,  66.55132263
  00000047.253,  90.3426359,      0063.061233,    11.76994986,     00096.2524
      00016.724,    098.4972651,     0000014.163,    0001.1297,   000022.44446
     0000011.955,     54.50759976,   17.55401,   63.510536,00042.409
 00030.357413,69.41715892,     9.5664218,      97.5961303,0014.1363332
 28.26128055,096.3104635, 070.71666,  0066.4552606,    0066.043853
69.0793757,  31.74871988,00008.9414, 00057.5441,   096.8267125
 74.8610555,   000016.14583,    00058.202012,    0000082.628,   11.43864534
  86.968928,   8.549126593,      000018.536, 2.467282302,      00051.648
0001.756915,     51.6588014,  45.60630243,0081.779,54.4406574
   49.09620521,      0058.9909124,      0000073.2408,    0089.76735,    0014.26622
 00028.7142,     0055.3442,     000021.921,   81.65539416, 24.87264
   66.184514,      00054.207619,0053.942504,    19.4832293,   0035.2505933
000099.09,     084.38456908,   000066.888,     0023.09379, 26.23496887
   000028.339,84.93372456,    00028.125567,  017.081575,45.72049
    00000031.493,00096.744928,  029.2278,      31.1309601, 000069.0879
      072.41426583,     0098.291654,59.04135708,    0079.0357159,   0021.1049772
  000051.323,   18.9364835,  40.4173922,     84.57648734, 045.5605926
   000044.603,      00015.40073,     0066.7357, 000018.8523,    0000020.303
27.07764002,      0081.712, 0092.3362721, 00000073.025,    0087.06161
